<<<<<<< HEAD
"Befolkningen 16+ �r (RAMS) efter syssels�ttning, f�delseregion, senaste invandrings�r, �lder, k�n och �r"

"syssels�ttning","f�delseregion","senaste invandrings�r","�lder","k�n","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"förvärvsarbetande","Sverige","2010-","35-44 år","män",0,0,0,0,0,0,763,1708,2549,3443,4365,5378,6283
"förvärvsarbetande","Sverige","2010-","35-44 år","kvinnor",0,0,0,0,0,0,497,1261,2037,2935,3946,5022,5991
"förvärvsarbetande","Sverige","2010-","45-54 år","män",0,0,0,0,0,0,390,922,1464,2106,2695,3394,4133
"förvärvsarbetande","Sverige","2010-","45-54 år","kvinnor",0,0,0,0,0,0,213,548,956,1421,1934,2561,3267
"förvärvsarbetande","Sverige","2010-","55-59 år","män",0,0,0,0,0,0,120,289,449,610,788,973,1161
"förvärvsarbetande","Sverige","2010-","55-59 år","kvinnor",0,0,0,0,0,0,60,160,266,338,456,566,728
"förvärvsarbetande","Sverige","2010-","60-64 år","män",0,0,0,0,0,0,75,174,303,387,512,589,770
"förvärvsarbetande","Sverige","2010-","60-64 år","kvinnor",0,0,0,0,0,0,25,71,121,207,251,339,432
"förvärvsarbetande","Sverige","2010-","65+ år","män",0,0,0,0,0,0,40,93,154,238,321,431,475
"förvärvsarbetande","Sverige","2010-","65+ år","kvinnor",0,0,0,0,0,0,11,29,63,81,112,140,155
"förvärvsarbetande","Unknown","2000-2009","16-19 år","män",1,1,1,0,0,0,0,1,2,3,1,2,3
"förvärvsarbetande","Unknown","2000-2009","16-19 år","kvinnor",1,1,0,0,1,0,0,1,3,2,2,2,1
"förvärvsarbetande","Unknown","2000-2009","20-24 år","män",5,6,11,11,8,6,10,7,7,4,10,10,14
"förvärvsarbetande","Unknown","2000-2009","20-24 år","kvinnor",2,2,1,1,3,4,4,4,5,5,6,7,10
"förvärvsarbetande","Unknown","2000-2009","25-34 år","män",19,25,27,33,28,35,32,28,30,29,24,20,23
"förvärvsarbetande","Unknown","2000-2009","25-34 år","kvinnor",7,6,10,11,19,20,16,17,16,16,18,21,20
"förvärvsarbetande","Unknown","2000-2009","35-44 år","män",3,7,11,17,20,19,23,26,23,22,20,25,23
"förvärvsarbetande","Unknown","2000-2009","35-44 år","kvinnor",4,4,4,7,6,9,13,23,22,23,16,15,18
"förvärvsarbetande","Unknown","2000-2009","45-54 år","män",3,3,5,7,8,6,5,6,7,9,11,16,17
"förvärvsarbetande","Unknown","2000-2009","45-54 år","kvinnor",0,3,2,4,4,5,6,8,9,7,8,7,7
"förvärvsarbetande","Unknown","2000-2009","55-59 år","män",0,0,1,1,1,1,1,2,2,1,1,1,1
"förvärvsarbetande","Unknown","2000-2009","55-59 år","kvinnor",2,2,1,0,0,1,0,1,2,1,2,2,1
"förvärvsarbetande","Unknown","2000-2009","60-64 år","män",0,0,0,0,0,0,0,1,1,1,1,1,2
"förvärvsarbetande","Unknown","2000-2009","60-64 år","kvinnor",0,0,0,0,0,1,1,1,0,0,0,0,1
"förvärvsarbetande","Unknown","2000-2009","65+ år","män",0,0,0,0,0,0,0,0,0,1,0,0,0
"förvärvsarbetande","Unknown","2000-2009","65+ år","kvinnor",0,0,0,0,0,0,0,0,1,1,1,1,0
"förvärvsarbetande","Unknown","2010-","16-19 år","män",0,0,0,0,0,0,1,0,1,1,1,3,5
"förvärvsarbetande","Unknown","2010-","16-19 år","kvinnor",0,0,0,0,0,0,0,1,0,0,1,2,1
"förvärvsarbetande","Unknown","2010-","20-24 år","män",0,0,0,0,0,0,3,7,6,5,9,20,23
"förvärvsarbetande","Unknown","2010-","20-24 år","kvinnor",0,0,0,0,0,0,1,1,2,1,4,9,11
"förvärvsarbetande","Unknown","2010-","25-34 år","män",0,0,0,0,0,0,4,9,22,27,37,45,64
"förvärvsarbetande","Unknown","2010-","25-34 år","kvinnor",0,0,0,0,0,0,1,4,9,10,16,19,24
"förvärvsarbetande","Unknown","2010-","35-44 år","män",0,0,0,0,0,0,1,3,6,10,16,22,37
"förvärvsarbetande","Unknown","2010-","35-44 år","kvinnor",0,0,0,0,0,0,1,5,6,4,8,15,20
"förvärvsarbetande","Unknown","2010-","45-54 år","män",0,0,0,0,0,0,0,0,0,4,5,10,14
"förvärvsarbetande","Unknown","2010-","45-54 år","kvinnor",0,0,0,0,0,0,0,0,1,5,6,6,10
"förvärvsarbetande","Unknown","2010-","55-59 år","män",0,0,0,0,0,0,1,1,1,2,2,1,1
"förvärvsarbetande","Unknown","2010-","55-59 år","kvinnor",0,0,0,0,0,0,0,0,0,0,0,3,2
"förvärvsarbetande","Unknown","2010-","60-64 år","män",0,0,0,0,0,0,0,0,0,0,1,3,4
"förvärvsarbetande","Unknown","2010-","60-64 år","kvinnor",0,0,0,0,0,0,0,0,0,0,0,1,0
"förvärvsarbetande","Unknown","2010-","65+ år","män",0,0,0,0,0,0,0,0,0,0,0,0,1
"förvärvsarbetande","Unknown","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,0,0,0,0,0,0
"ej förvärvsarbetande","Afrika","2000-2009","16-19 år","män",669,787,992,1300,1685,2202,2178,2107,1991,1878,1787,1737,1698
"ej förvärvsarbetande","Afrika","2000-2009","16-19 år","kvinnor",698,823,1041,1285,1548,2130,2068,1987,1835,1715,1650,1571,1494
"ej förvärvsarbetande","Afrika","2000-2009","20-24 år","män",649,858,1225,1423,1588,2249,1886,1732,1771,1726,1600,1404,1192
"ej förvärvsarbetande","Afrika","2000-2009","20-24 år","kvinnor",1045,1262,1702,2097,2496,3130,2543,2269,1976,1705,1573,1295,1002
"ej förvärvsarbetande","Afrika","2000-2009","25-34 år","män",2254,3031,3788,4290,4996,6737,5402,4426,3639,2989,2457,1853,1511
"ej förvärvsarbetande","Afrika","2000-2009","25-34 år","kvinnor",2370,3068,4053,5009,6086,7763,7013,6431,5770,5199,4408,3480,2965
"ej förvärvsarbetande","Afrika","2000-2009","35-44 år","män",1301,1689,2227,2659,3191,4362,4051,3695,3521,3289,2959,2503,2184
"ej förvärvsarbetande","Afrika","2000-2009","35-44 år","kvinnor",995,1308,1736,2272,2829,3916,4030,3994,4009,3972,3695,3480,3147
"ej förvärvsarbetande","Afrika","2000-2009","45-54 år","män",394,572,737,973,1193,1637,1640,1634,1674,1707,1695,1654,1546
"ej förvärvsarbetande","Afrika","2000-2009","45-54 år","kvinnor",241,336,449,598,796,1094,1152,1192,1257,1367,1359,1440,1381
"ej förvärvsarbetande","Afrika","2000-2009","55-59 år","män",80,123,149,194,243,339,329,332,317,345,342,431,420
"ej förvärvsarbetande","Afrika","2000-2009","55-59 år","kvinnor",54,68,107,142,171,254,246,264,253,268,268,323,329
"ej förvärvsarbetande","Afrika","2000-2009","60-64 år","män",49,58,81,96,152,202,235,203,240,231,253,241,252
"ej förvärvsarbetande","Afrika","2000-2009","60-64 år","kvinnor",51,62,91,116,146,196,198,188,201,197,215,204,204
"ej förvärvsarbetande","Afrika","2000-2009","65+ år","män",79,104,134,182,217,293,311,339,356,396,413,452,469
"ej förvärvsarbetande","Afrika","2000-2009","65+ år","kvinnor",125,153,193,235,290,386,430,441,456,475,496,529,547
"ej förvärvsarbetande","Afrika","2010-","16-19 år","män",0,0,0,0,0,0,596,1068,1564,2689,4143,5481,7205
"ej förvärvsarbetande","Afrika","2010-","16-19 år","kvinnor",0,0,0,0,0,0,520,920,1422,2411,3216,3937,4867
"ej förvärvsarbetande","Afrika","2010-","20-24 år","män",0,0,0,0,0,0,903,1312,1622,1944,2838,3675,4128
"ej förvärvsarbetande","Afrika","2010-","20-24 år","kvinnor",0,0,0,0,0,0,1103,1616,2012,2387,2981,3456,3904
"ej förvärvsarbetande","Afrika","2010-","25-34 år","män",0,0,0,0,0,0,2284,3576,4709,5767,7277,8583,9187
"ej förvärvsarbetande","Afrika","2010-","25-34 år","kvinnor",0,0,0,0,0,0,1954,3367,4862,6694,8193,9527,10501
"ej förvärvsarbetande","Afrika","2010-","35-44 år","män",0,0,0,0,0,0,1068,1807,2597,3246,3930,4880,5271
"ej förvärvsarbetande","Afrika","2010-","35-44 år","kvinnor",0,0,0,0,0,0,822,1522,2267,3335,4034,4936,5805
"ej förvärvsarbetande","Afrika","2010-","45-54 år","män",0,0,0,0,0,0,408,691,1003,1428,1793,2149,2365
"ej förvärvsarbetande","Afrika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,282,539,798,1215,1559,1887,2270
"ej förvärvsarbetande","Afrika","2010-","55-59 år","män",0,0,0,0,0,0,94,162,223,324,387,527,560
"ej förvärvsarbetande","Afrika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,76,117,179,270,352,487,586
"ej förvärvsarbetande","Afrika","2010-","60-64 år","män",0,0,0,0,0,0,72,125,179,238,306,344,410
"ej förvärvsarbetande","Afrika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,54,86,122,175,231,271,354
"ej förvärvsarbetande","Afrika","2010-","65+ år","män",0,0,0,0,0,0,112,214,325,448,545,677,818
"ej förvärvsarbetande","Afrika","2010-","65+ år","kvinnor",0,0,0,0,0,0,66,172,265,373,444,543,646
"ej förvärvsarbetande","Asien","2000-2009","16-19 år","män",2602,2901,3759,4943,6068,7325,6998,6647,6359,6051,5787,5412,4906
"ej förvärvsarbetande","Asien","2000-2009","16-19 år","kvinnor",2352,2741,3474,4160,4962,5929,5559,5545,5435,5294,5124,4956,4732
"ej förvärvsarbetande","Asien","2000-2009","20-24 år","män",2823,3569,5340,6070,6418,8094,6465,5713,5468,5310,4903,4192,3550
"ej förvärvsarbetande","Asien","2000-2009","20-24 år","kvinnor",4378,5105,6160,7177,8357,9879,8108,6867,5895,5352,4771,3916,3154
"ej förvärvsarbetande","Asien","2000-2009","25-34 år","män",7302,8979,12215,14885,16615,20645,17826,14586,11679,9864,8201,6198,5239
"ej förvärvsarbetande","Asien","2000-2009","25-34 år","kvinnor",10247,12036,14656,17174,20216,24339,22230,19938,17385,15302,12913,10353,8316
"ej förvärvsarbetande","Asien","2000-2009","35-44 år","män",4321,4968,6605,8185,8906,10449,9560,8850,8322,7843,7279,6495,5859
"ej förvärvsarbetande","Asien","2000-2009","35-44 år","kvinnor",5906,7083,8915,10740,12622,15045,14209,13415,12777,12154,11027,9886,8593
"ej förvärvsarbetande","Asien","2000-2009","45-54 år","män",2041,2391,3271,4148,4903,5812,5667,5405,5256,5099,4874,4760,4533
"ej förvärvsarbetande","Asien","2000-2009","45-54 år","kvinnor",2155,2649,3566,4497,5579,6835,6859,6837,6871,6954,6703,6507,6071
"ej förvärvsarbetande","Asien","2000-2009","55-59 år","män",481,586,778,980,1176,1490,1547,1651,1742,1789,1793,1773,1680
"ej förvärvsarbetande","Asien","2000-2009","55-59 år","kvinnor",478,552,781,997,1231,1483,1598,1706,1830,1955,2080,2120,2144
"ej förvärvsarbetande","Asien","2000-2009","60-64 år","män",330,380,520,637,799,941,976,999,1049,1097,1176,1236,1315
"ej förvärvsarbetande","Asien","2000-2009","60-64 år","kvinnor",357,405,514,650,785,931,1022,1089,1162,1239,1311,1428,1498
"ej förvärvsarbetande","Asien","2000-2009","65+ år","män",471,577,805,1027,1226,1406,1521,1646,1740,1869,1969,2111,2277
"ej förvärvsarbetande","Asien","2000-2009","65+ år","kvinnor",618,760,1026,1292,1558,1841,1963,2059,2182,2301,2443,2601,2779
"ej förvärvsarbetande","Asien","2010-","16-19 år","män",0,0,0,0,0,0,1235,2987,4938,6604,8273,9778,13582
"ej förvärvsarbetande","Asien","2010-","16-19 år","kvinnor",0,0,0,0,0,0,804,1476,2226,3153,4500,6035,7870
"ej förvärvsarbetande","Asien","2010-","20-24 år","män",0,0,0,0,0,0,2658,3088,3326,4400,6626,8780,13206
"ej förvärvsarbetande","Asien","2010-","20-24 år","kvinnor",0,0,0,0,0,0,2424,3836,5019,5933,7005,7913,10317
"ej förvärvsarbetande","Asien","2010-","25-34 år","män",0,0,0,0,0,0,4631,7514,10126,12639,16374,18737,24594
"ej förvärvsarbetande","Asien","2010-","25-34 år","kvinnor",0,0,0,0,0,0,4300,8083,12166,15883,19805,23039,28183
"ej förvärvsarbetande","Asien","2010-","35-44 år","män",0,0,0,0,0,0,1321,2516,4050,6095,9624,12517,16243
"ej förvärvsarbetande","Asien","2010-","35-44 år","kvinnor",0,0,0,0,0,0,2086,3980,6179,8429,11195,14272,17811
"ej förvärvsarbetande","Asien","2010-","45-54 år","män",0,0,0,0,0,0,606,1220,2006,3364,5627,7592,9751
"ej förvärvsarbetande","Asien","2010-","45-54 år","kvinnor",0,0,0,0,0,0,760,1541,2484,3694,5247,6858,8968
"ej förvärvsarbetande","Asien","2010-","55-59 år","män",0,0,0,0,0,0,145,313,523,854,1317,2012,2734
"ej förvärvsarbetande","Asien","2010-","55-59 år","kvinnor",0,0,0,0,0,0,151,343,600,963,1320,1764,2433
"ej förvärvsarbetande","Asien","2010-","60-64 år","män",0,0,0,0,0,0,103,197,336,547,843,1209,1724
"ej förvärvsarbetande","Asien","2010-","60-64 år","kvinnor",0,0,0,0,0,0,85,174,299,526,776,1058,1595
"ej förvärvsarbetande","Asien","2010-","65+ år","män",0,0,0,0,0,0,101,213,426,727,1136,1602,2345
"ej förvärvsarbetande","Asien","2010-","65+ år","kvinnor",0,0,0,0,0,0,109,271,468,821,1190,1612,2332
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","16-19 år","män",1434,1690,2203,2654,3074,3575,3440,3387,3502,3530,3613,3601,3515
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","16-19 år","kvinnor",1498,1708,2169,2670,3031,3434,3154,3132,3193,3253,3294,3159,2963
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","20-24 år","män",2283,2617,3145,3868,4728,6067,4235,3224,2717,2505,2345,2120,1941
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","20-24 år","kvinnor",3530,4010,4786,5487,6336,7159,5298,4168,3204,2636,2329,1993,1770
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","25-34 år","män",6176,7203,8369,9361,11232,14488,11605,9407,7561,6227,5320,4404,3674
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","25-34 år","kvinnor",7723,9219,11084,12933,14559,17131,14575,12365,10463,8955,7564,6138,5046
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","35-44 år","män",3008,3506,4357,5313,6266,8318,7080,6284,5716,5316,5088,4764,4404
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","35-44 år","kvinnor",3919,4625,5635,6783,7668,9050,7925,7203,6650,6446,5857,5366,4876
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","45-54 år","män",1466,1794,2278,2892,3487,4652,4219,3802,3694,3527,3435,3260,3198
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","45-54 år","kvinnor",1866,2190,2769,3401,3991,4877,4466,4115,3908,3712,3552,3424,3288
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","55-59 år","män",462,554,661,810,1075,1412,1361,1313,1316,1340,1308,1270,1227
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","55-59 år","kvinnor",544,689,839,1035,1263,1520,1531,1495,1477,1456,1453,1440,1380
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","60-64 år","män",432,500,595,691,880,1052,1043,1017,967,965,1035,1015,1020
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","60-64 år","kvinnor",388,448,585,746,982,1176,1171,1209,1212,1209,1226,1217,1222
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","65+ år","män",728,908,1182,1461,1724,2043,2102,2167,2238,2330,2403,2464,2555
"ej förvärvsarbetande","Europa exkl Norden","2000-2009","65+ år","kvinnor",800,1013,1256,1549,1875,2217,2261,2337,2428,2572,2709,2824,2965
"ej förvärvsarbetande","Europa exkl Norden","2010-","16-19 år","män",0,0,0,0,0,0,401,812,1186,1577,2037,2399,2744
"ej förvärvsarbetande","Europa exkl Norden","2010-","16-19 år","kvinnor",0,0,0,0,0,0,522,922,1356,1717,2095,2394,2721
"ej förvärvsarbetande","Europa exkl Norden","2010-","20-24 år","män",0,0,0,0,0,0,1688,2392,2828,3186,3461,3664,3810
"ej förvärvsarbetande","Europa exkl Norden","2010-","20-24 år","kvinnor",0,0,0,0,0,0,1932,2961,3781,4408,4939,5142,5321
"ej förvärvsarbetande","Europa exkl Norden","2010-","25-34 år","män",0,0,0,0,0,0,3378,5184,7048,8543,9856,10867,11626
"ej förvärvsarbetande","Europa exkl Norden","2010-","25-34 år","kvinnor",0,0,0,0,0,0,3195,5934,8552,10746,12563,13682,14427
"ej förvärvsarbetande","Europa exkl Norden","2010-","35-44 år","män",0,0,0,0,0,0,1656,2525,3648,4546,5313,6262,6887
"ej förvärvsarbetande","Europa exkl Norden","2010-","35-44 år","kvinnor",0,0,0,0,0,0,1439,2792,4017,5135,6021,6830,7463
"ej förvärvsarbetande","Europa exkl Norden","2010-","45-54 år","män",0,0,0,0,0,0,778,1247,1794,2271,2786,3414,3836
"ej förvärvsarbetande","Europa exkl Norden","2010-","45-54 år","kvinnor",0,0,0,0,0,0,728,1316,1877,2297,2718,3091,3431
"ej förvärvsarbetande","Europa exkl Norden","2010-","55-59 år","män",0,0,0,0,0,0,221,391,558,672,847,1026,1143
"ej förvärvsarbetande","Europa exkl Norden","2010-","55-59 år","kvinnor",0,0,0,0,0,0,208,361,509,685,844,963,1107
"ej förvärvsarbetande","Europa exkl Norden","2010-","60-64 år","män",0,0,0,0,0,0,151,278,399,520,601,723,835
"ej förvärvsarbetande","Europa exkl Norden","2010-","60-64 år","kvinnor",0,0,0,0,0,0,143,264,361,485,611,717,796
"ej förvärvsarbetande","Europa exkl Norden","2010-","65+ år","män",0,0,0,0,0,0,230,432,650,863,1121,1415,1692
"ej förvärvsarbetande","Europa exkl Norden","2010-","65+ år","kvinnor",0,0,0,0,0,0,233,422,671,865,1098,1388,1706
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","16-19 år","män",137,171,200,223,223,266,224,209,222,225,252,263,287
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","16-19 år","kvinnor",116,128,165,172,203,231,219,211,215,214,230,260,304
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","20-24 år","män",330,359,265,289,397,469,335,273,219,183,162,160,146
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","20-24 år","kvinnor",289,311,304,309,378,450,333,259,208,175,164,135,143
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","25-34 år","män",860,1012,936,859,957,1268,1024,797,619,516,414,297,261
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","25-34 år","kvinnor",809,914,937,1012,1087,1293,1091,873,705,595,490,333,280
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","35-44 år","män",376,447,481,527,569,704,617,510,483,464,430,330,316
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","35-44 år","kvinnor",413,456,536,614,664,746,643,587,541,516,431,356,331
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","45-54 år","män",147,184,208,243,293,362,325,305,271,252,261,234,225
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","45-54 år","kvinnor",196,217,233,254,310,381,346,304,305,267,276,261,260
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","55-59 år","män",31,40,60,65,79,97,89,90,95,104,90,90,84
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","55-59 år","kvinnor",42,45,61,72,75,91,112,99,84,95,85,80,74
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","60-64 år","män",49,49,47,43,45,51,52,54,53,50,59,69,70
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","60-64 år","kvinnor",38,50,47,51,58,61,58,61,61,59,65,64,61
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","65+ år","män",54,68,86,108,130,152,155,150,152,162,158,158,164
"ej förvärvsarbetande","Nord- och Mellanamerika","2000-2009","65+ år","kvinnor",35,44,58,74,85,103,104,104,108,117,115,119,132
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","16-19 år","män",0,0,0,0,0,0,57,82,104,170,198,258,256
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","16-19 år","kvinnor",0,0,0,0,0,0,46,82,127,162,212,225,239
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","20-24 år","män",0,0,0,0,0,0,163,228,260,299,304,270,319
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","20-24 år","kvinnor",0,0,0,0,0,0,191,267,332,373,401,394,385
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","25-34 år","män",0,0,0,0,0,0,343,554,707,866,961,910,964
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","25-34 år","kvinnor",0,0,0,0,0,0,325,580,805,990,1094,1065,1133
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","35-44 år","män",0,0,0,0,0,0,127,214,304,380,435,459,502
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","35-44 år","kvinnor",0,0,0,0,0,0,174,279,400,481,523,534,573
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","45-54 år","män",0,0,0,0,0,0,77,122,156,189,207,227,248
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,55,130,159,202,245,284,327
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","55-59 år","män",0,0,0,0,0,0,7,25,42,60,67,70,81
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,13,21,42,68,76,89,100
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","60-64 år","män",0,0,0,0,0,0,18,33,47,48,48,51,57
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,6,16,29,31,33,38,43
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","65+ år","män",0,0,0,0,0,0,18,40,58,76,97,108,121
"ej förvärvsarbetande","Nord- och Mellanamerika","2010-","65+ år","kvinnor",0,0,0,0,0,0,18,26,35,49,60,70,89
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","16-19 år","män",297,345,405,484,536,553,476,471,549,594,670,792,834
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","16-19 år","kvinnor",361,393,483,548,545,666,522,523,510,557,575,641,761
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","20-24 år","män",1071,1058,1087,1235,1263,1228,768,495,348,303,252,255,273
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","20-24 år","kvinnor",1465,1554,1626,1632,1711,1698,1109,722,498,365,299,255,239
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","25-34 år","män",2743,3038,3477,3703,3656,3596,2614,1955,1466,1115,863,641,492
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","25-34 år","kvinnor",2011,2189,2500,2806,2817,2869,2158,1617,1317,1056,828,669,512
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","35-44 år","män",1811,2029,2289,2599,2771,3030,2662,2342,2078,1798,1654,1490,1325
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","35-44 år","kvinnor",1006,1135,1272,1420,1499,1697,1453,1297,1170,1092,1013,927,847
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","45-54 år","män",1291,1489,1702,1869,1996,2187,1921,1721,1620,1544,1438,1356,1301
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","45-54 år","kvinnor",839,925,1056,1171,1249,1332,1146,1007,977,881,816,747,690
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","55-59 år","män",663,772,787,806,835,912,795,771,758,701,662,611,545
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","55-59 år","kvinnor",506,590,588,646,673,691,571,508,473,427,390,381,347
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","60-64 år","män",596,739,902,1001,1123,1138,999,835,717,619,600,559,548
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","60-64 år","kvinnor",476,572,702,787,843,872,767,655,559,494,459,417,386
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","65+ år","män",1010,1200,1440,1733,1997,2291,2347,2359,2392,2408,2365,2292,2236
"ej förvärvsarbetande","Norden exkl Sverige","2000-2009","65+ år","kvinnor",801,948,1157,1332,1550,1780,1842,1910,1934,1934,1927,1891,1880
"ej förvärvsarbetande","Norden exkl Sverige","2010-","16-19 år","män",0,0,0,0,0,0,134,177,244,252,306,329,372
"ej förvärvsarbetande","Norden exkl Sverige","2010-","16-19 år","kvinnor",0,0,0,0,0,0,227,262,341,369,420,458,509
"ej förvärvsarbetande","Norden exkl Sverige","2010-","20-24 år","män",0,0,0,0,0,0,356,583,753,832,881,962,1014
"ej förvärvsarbetande","Norden exkl Sverige","2010-","20-24 år","kvinnor",0,0,0,0,0,0,625,1090,1401,1574,1762,1855,1971
"ej förvärvsarbetande","Norden exkl Sverige","2010-","25-34 år","män",0,0,0,0,0,0,614,1032,1220,1333,1408,1522,1604
"ej förvärvsarbetande","Norden exkl Sverige","2010-","25-34 år","kvinnor",0,0,0,0,0,0,637,961,1257,1427,1616,1841,1986
"ej förvärvsarbetande","Norden exkl Sverige","2010-","35-44 år","män",0,0,0,0,0,0,369,624,790,906,1024,1127,1128
"ej förvärvsarbetande","Norden exkl Sverige","2010-","35-44 år","kvinnor",0,0,0,0,0,0,262,434,535,578,647,735,763
"ej förvärvsarbetande","Norden exkl Sverige","2010-","45-54 år","män",0,0,0,0,0,0,308,524,672,804,914,913,991
"ej förvärvsarbetande","Norden exkl Sverige","2010-","45-54 år","kvinnor",0,0,0,0,0,0,207,353,444,530,570,614,628
"ej förvärvsarbetande","Norden exkl Sverige","2010-","55-59 år","män",0,0,0,0,0,0,133,242,307,371,394,423,465
"ej förvärvsarbetande","Norden exkl Sverige","2010-","55-59 år","kvinnor",0,0,0,0,0,0,81,146,202,250,255,275,298
"ej förvärvsarbetande","Norden exkl Sverige","2010-","60-64 år","män",0,0,0,0,0,0,139,251,348,353,381,404,433
"ej förvärvsarbetande","Norden exkl Sverige","2010-","60-64 år","kvinnor",0,0,0,0,0,0,97,192,233,255,288,316,296
"ej förvärvsarbetande","Norden exkl Sverige","2010-","65+ år","män",0,0,0,0,0,0,207,430,596,762,920,1085,1202
"ej förvärvsarbetande","Norden exkl Sverige","2010-","65+ år","kvinnor",0,0,0,0,0,0,130,275,447,579,714,834,947
"ej förvärvsarbetande","Oceanien","2000-2009","16-19 år","män",17,17,19,20,23,29,26,20,24,32,38,39,41
"ej förvärvsarbetande","Oceanien","2000-2009","16-19 år","kvinnor",15,14,18,18,22,34,27,21,17,18,22,21,16
"ej förvärvsarbetande","Oceanien","2000-2009","20-24 år","män",57,56,67,66,53,84,52,40,29,19,17,21,16
"ej förvärvsarbetande","Oceanien","2000-2009","20-24 år","kvinnor",53,44,46,49,41,47,35,31,22,20,15,12,12
"ej förvärvsarbetande","Oceanien","2000-2009","25-34 år","män",316,340,305,295,334,389,318,258,212,169,112,67,54
"ej förvärvsarbetande","Oceanien","2000-2009","25-34 år","kvinnor",154,179,183,189,219,238,185,145,103,86,69,46,39
"ej förvärvsarbetande","Oceanien","2000-2009","35-44 år","män",99,122,111,127,144,179,160,146,127,123,119,104,91
"ej förvärvsarbetande","Oceanien","2000-2009","35-44 år","kvinnor",49,57,65,65,81,103,99,89,75,61,49,41,35
"ej förvärvsarbetande","Oceanien","2000-2009","45-54 år","män",14,23,27,32,43,51,54,45,38,40,42,42,39
"ej förvärvsarbetande","Oceanien","2000-2009","45-54 år","kvinnor",17,18,14,23,23,22,22,22,18,17,19,18,18
